award category,award name,award source link,award_year,awardee_name,gender,affiliation,country,affiliation_source,comment
BP,Presidents’ Award for Outstanding Dissertation Paper in Evolution,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=14,2007,Guillaume Martin,M,"Centre National de la Recherche Scientifique, Montpellier",France,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.0014-3820.2006.tb01169.x,
BP,Presidents’ Award for Outstanding Dissertation Paper in Evolution,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=14,2006,Maurine Neiman,F,Indiana University,USA,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.0014-3820.2005.tb01064.x,
BP,American Naturalist Student Paper Award,https://www.amnat.org/awards.html#AN,2020,Chuliang Song,M,Massachusetts Institute of Technology,USA,https://www.journals.uchicago.edu/doi/abs/10.1086/705347?journalCode=an,
BP,American Naturalist Student Paper Award,https://www.amnat.org/awards.html#AN,2019,Marta Strecker Shocket,F,Indiana University,USA,https://www.journals.uchicago.edu/doi/10.1086/696096,
BP,American Naturalist Student Paper Award,https://www.amnat.org/awards.html#AN,2018,Meredith Cenzer,F,University of California at Davis,USA,https://www.journals.uchicago.edu/doi/10.1086/693456,
BP,American Naturalist Student Paper Award,https://www.amnat.org/awards.html#AN,2017,Seema Sheth,F,University of Minnesota,USA,https://www.journals.uchicago.edu/doi/full/10.1086/684440,
BP,American Naturalist Student Paper Award,https://www.amnat.org/awards.html#AN,2016,James Rainford,M,University of York,UK,https://www.journals.uchicago.edu/doi/full/10.1086/683461,
BP,American Naturalist Student Paper Award,https://www.amnat.org/awards.html#AN,2015,Francesco Carrara,M,École Polytechnique Fédérale Lausanne,Switzerland,https://www.journals.uchicago.edu/doi/10.1086/674009,
BP,American Naturalist Student Paper Award,https://www.amnat.org/awards.html#AN,2014,Jordan Okie,M,University of New Mexico,USA,https://www.journals.uchicago.edu/doi/10.1086/669150,
BP,American Naturalist Student Paper Award,https://www.amnat.org/awards.html#AN,2013,Erik Verbruggen,M,"VU University, Amsterdam",Netherlands,https://www.journals.uchicago.edu/doi/10.1086/665032,
BP,American Naturalist Student Paper Award,https://www.amnat.org/awards.html#AN,2012,Julia Saltz,F,University of California at Davis,USA,https://www.journals.uchicago.edu/doi/10.1086/659631,
BP,American Naturalist Student Paper Award,https://www.amnat.org/awards.html#AN,2011,Casey P. terHorst,M,Florida State University,USA,https://www.journals.uchicago.edu/doi/10.1086/657047,
BP,American Naturalist Student Paper Award,https://www.amnat.org/awards.html#AN,2010,Deepa Agashe,F,University of Texas at Austin,USA,https://www.journals.uchicago.edu/doi/10.1086/600085,
BP,American Naturalist Student Paper Award,https://www.amnat.org/awards.html#AN,2009,Thomas E. X. Miller,M,University of Nebraska,USA,https://www.journals.uchicago.edu/doi/10.1086/524961,
BP,Robert May Prize,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/robert-may-prize/,2020,Arthur Porto,M,University of Oslo,Norway,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/2041-210X.13373,
BP,Robert May Prize,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/robert-may-prize/,2019,Corneile Minnaar,M,"Stellenbosch University, Matieland",South Africa,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13155,
BP,Robert May Prize,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/robert-may-prize/,2018,Laura Russo,F,Pennsylvania State University,USA,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12914,
BP,Robert May Prize,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/robert-may-prize/,2017,Jonathan Henshaw,M,The Australian National University,Australia,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12685,
BP,Robert May Prize,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/robert-may-prize/,2016,Gabriella R. M. Leighton,F,University of Cape Town,South Africa,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/2041-210X.12562,
BP,Robert May Prize,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/robert-may-prize/,2015,Kim Calders,M,Wageningen University,Netherlands,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/2041-210X.12301,
BP,Robert May Prize,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/robert-may-prize/,2014,Laure Gallien,F,Swiss Federal Research Institute WSL,Switzerland,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/2041-210X.12257,
BP,Robert May Prize,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/robert-may-prize/,2013,Will Pearse,M,Imperial College London,UK,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/2041-210X.12055,
BP,Robert May Prize,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/robert-may-prize/,2012,Sarah Papworth,F,Imperial College London,UK,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/j.2041-210X.2012.00189.x,
BP,Robert May Prize,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/robert-may-prize/,2011,Tyler Kuhn,M,Simon Fraser University,Canada,https://besjournals.onlinelibrary.wiley.com/doi/epdf/10.1111/j.2041-210X.2011.00103.x,
BP,Robert May Prize,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/robert-may-prize/,2010,Iain Stott,M,University of Exeter,UK,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/j.2041-210X.2010.00032.x,
BP,Haldane Early Career Researcher Award,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/haldane-prize/,2020,Renato Morais,M,"James Cook University, Townsville",Australia,https://doi.org/10.1111/1365-2435.13568,
BP,Haldane Early Career Researcher Award,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/haldane-prize/,2019,Yingying Wang,F,"Nanjing Normal University, Nanjing",China,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2435.13311,
BP,Haldane Early Career Researcher Award,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/haldane-prize/,2018,Alexander T. Strauss,M,"Indiana University, Bloomington",USA,https://doi.org/10.1111/1365-2435.13066,
BP,Haldane Early Career Researcher Award,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/haldane-prize/,2017,Daniel Fitzgerald,M,Texas A&M University,USA,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2435.12838,
BP,Haldane Early Career Researcher Award,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/haldane-prize/,2016,Pedro J. Bergamo,M,Universidade Estadual de Campinas,Brazil,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12537,
BP,Haldane Early Career Researcher Award,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/haldane-prize/,2015,Brian Steidinger,M,Indiana University,USA,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12325,
BP,Haldane Early Career Researcher Award,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/haldane-prize/,2014,Scott Ferrenberg,M,University of Colorado,USA,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12228,
BP,Haldane Early Career Researcher Award,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/haldane-prize/,2013,Kyle Demes,M,University of British Columbia,Canada,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12067,
BP,Haldane Early Career Researcher Award,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/haldane-prize/,2012,Ulrike Lampe,F,University of Bielefeld,Germany,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12000,
BP,Haldane Early Career Researcher Award,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/haldane-prize/,2011,Julia Cooke,F,Macquarie University,Australia,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2435.2011.01880.x,
BP,Haldane Early Career Researcher Award,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/haldane-prize/,2010,Cécile Albert,F,Universite´ Joseph Fourier,France,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2435.2010.01727.x,
BP,Haldane Early Career Researcher Award,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/haldane-prize/,2009,Cassie Majetic,F,University of Pittsburgh,USA,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/j.1365-2435.2008.01517.x,
BP,Haldane Early Career Researcher Award,https://www.britishecologicalsociety.org/publications/best-paper-by-an-early-career-researcher/haldane-prize/,2008,Carol Sparling,F,University of St Andrews,UK,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2435.2007.01368.x,
BP,Early Career Researcher Award,https://onlinelibrary-wiley-com.wwwproxy1.library.unsw.edu.au/page/journal/homepage/14610248/ecologylettersaward?=,2020,Laura L. Figueroa,F,Cornell University,USA,https://onlinelibrary.wiley.com/doi/10.1111/ele.13521,
BP,Early Career Researcher Award,https://onlinelibrary-wiley-com.wwwproxy1.library.unsw.edu.au/page/journal/homepage/14610248/ecologylettersaward?=,2019,Lauren G. Shoemaker,F,University of Wyoming,USA,https://onlinelibrary.wiley.com/doi/10.1111/ele.13268,
BP,Outstanding paper prize,https://journals.biologists.com/jeb/pages/outstanding-paper-prize,2020,Adam Hardy,M,University of Chicago,USA,https://journals.biologists.com/jeb/pages/outstanding-paper-prize',
BP,Outstanding paper prize,https://journals.biologists.com/jeb/pages/outstanding-paper-prize,2019,Kephra Beckett,F,University of British Columbia,Canada,https://journals.biologists.com/jeb/pages/outstanding-paper-prize',
BP,Outstanding paper prize,https://journals.biologists.com/jeb/pages/outstanding-paper-prize,2019,Anne Robertson,F,University of British Columbia,Canada,https://journals.biologists.com/jeb/pages/outstanding-paper-prize',
BP,Outstanding paper prize,https://journals.biologists.com/jeb/pages/outstanding-paper-prize,2018,Till Harter,M,University of British Columbia,Canada,https://journals.biologists.com/jeb/pages/outstanding-paper-prize',
BP,Outstanding paper prize,https://journals.biologists.com/jeb/pages/outstanding-paper-prize,2018,Mike Sackville,M,University of British Columbia,Canada,https://journals.biologists.com/jeb/pages/outstanding-paper-prize',
BP,Outstanding paper prize,https://journals.biologists.com/jeb/pages/outstanding-paper-prize,2018,Dave Metzinger,M,University of British Columbia,Canada,https://journals.biologists.com/jeb/pages/outstanding-paper-prize',
BP,Outstanding paper prize,https://journals.biologists.com/jeb/pages/outstanding-paper-prize,2017,Jonas Wolff,M,"University of Kiel, Germany",Germany,https://journals.biologists.com/jeb/pages/outstanding-paper-prize',
BP,Outstanding paper prize,https://journals.biologists.com/jeb/pages/outstanding-paper-prize,2016,Géraldine von Uckermann,F,Université Bordeaux,France,https://journals.biologists.com/jeb/pages/outstanding-paper-prize',
BP,Outstanding paper prize,https://journals.biologists.com/jeb/pages/outstanding-paper-prize,2016,François Lambert,M,Université Bordeaux,France,https://journals.biologists.com/jeb/pages/outstanding-paper-prize',
BP,Outstanding paper prize,https://journals.biologists.com/jeb/pages/outstanding-paper-prize,2015,Jennifer Hobbs,F,Northwestern University,USA,https://journals.biologists.com/jeb/pages/outstanding-paper-prize',
BP,Outstanding paper prize,https://journals.biologists.com/jeb/pages/outstanding-paper-prize,2014,Anna Honkanen,F,University of Oulu,Finland,https://journals.biologists.com/jeb/pages/outstanding-paper-prize',
BP,Outstanding paper prize,https://journals.biologists.com/jeb/pages/outstanding-paper-prize,2013,Inge Revsbech,F,Aarhus University,Denmark,https://journals.biologists.com/jeb/pages/outstanding-paper-prize',
BP,Outstanding paper prize,https://journals.biologists.com/jeb/pages/outstanding-paper-prize,2012,Nicole George,F,University of Washington,USA,https://journals.biologists.com/jeb/pages/outstanding-paper-prize',
BP,Outstanding paper prize,https://journals.biologists.com/jeb/pages/outstanding-paper-prize,2011,Cassondra Williams,F,"Scripps Institution of Oceanography, San Diego",USA,https://journals.biologists.com/jeb/pages/outstanding-paper-prize',
BP,Outstanding paper prize,https://journals.biologists.com/jeb/pages/outstanding-paper-prize,2010,Chen Chiu,F,University of Maryland,USA,https://journals.biologists.com/jeb/pages/outstanding-paper-prize',
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2020,Stephen De Lisle,M,University of Connecticut,USA,https://www.biorxiv.org/content/10.1101/2020.01.26.920439v1.full.pdf,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2020,Moises Exposito-Alonso,M,"Carnegie Institution for Science, Stanford",USA,https://orcid.org/0000-0001-5711-0700,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2020,María Natalia Umaña Medina,F,University og Michigan,USA,https://lsa.umich.edu/eeb/people/faculty/maria-natalia-umana.html,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2020,Diana Rennison,F,University of California at San Diego,USA,https://biology.ucsd.edu/research/faculty/drennison,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2019,Eleanor Caves,F,Duke University,USA,https://onlinelibrary.wiley.com/doi/full/10.1111/jfb.13859,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2019,Jean Philippe Gibert,M,Duke University,USA,https://doi.org/10.1038/s41598-019-41783-0,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2019,Ambika Kamath,F,University of California at Santa Barbara,USA,https://academic.oup.com/beheco/article/30/1/39/5236615,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2019,Stilianos Louca,M,University of Oregon,USA,https://orcid.org/0000-0001-9216-5619,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2018,Rachael Bay,F,University of California at Los Angeles,USA,https://pubmed.ncbi.nlm.nih.gov/29302012/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2018,Aaron Comeault,M,University of North Carolina,USA,https://pubmed.ncbi.nlm.nih.gov/30209213/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2018,Rachel Germain,F,University of British Columbia,Canada,https://pubmed.ncbi.nlm.nih.gov/29180041/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2018,Gijsbert Werner,M,University of Oxford,UK,https://pubmed.ncbi.nlm.nih.gov/29712857/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2017,Sarah Fitzpatrick,F,Michigan State University,USA,https://angelonilab.colostate.edu/Site/Publications_files/Fitzpatrick%20et%20al.%202017.pdf,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2017,Anna Hargreaves,F,"University of British Columbia, Vancouver",Canada,https://pubmed.ncbi.nlm.nih.gov/27920382/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2017,Martha Muñoz,F,Duke University,USA,https://pubmed.ncbi.nlm.nih.gov/28100817/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2017,Alison Wright,F,University College London,UK,https://pubmed.ncbi.nlm.nih.gov/28139647/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2016,Lucy Aplin,F,University of Oxford,UK,https://doi.org/10.1016/j.cobeha.2016.09.003,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2016,Susan Bailey,F,Aarhus Universitet,Denmark,https://pubmed.ncbi.nlm.nih.gov/26346808/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2016,Matthew Pennell,M,University of Idaho,USA,https://www.biorxiv.org/content/10.1101/024992v1,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2016,Nathaniel Sharp,M,University of Toronto,Canada,https://pubmed.ncbi.nlm.nih.gov/27015430/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2015,Jesse Lasky,M,Columbia University,USA,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12435,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2015,Stephen Montgomery,M,University of Geneva,Switzerland,https://pubmed.ncbi.nlm.nih.gov/25634236/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2015,Mary Caswell Stoddard,F,Harvard University,USA,https://pubmed.ncbi.nlm.nih.gov/24939367/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2015,Marjorie Weber,F,University of California at Davis,USA,https://pubmed.ncbi.nlm.nih.gov/26248499/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2014,Travis Ingram,M,University of Otago,NZ,https://pubmed.ncbi.nlm.nih.gov/25325753/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2014,Romain Libbrecht,M,Rockefeller University,USA,https://pubmed.ncbi.nlm.nih.gov/24698381/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2014,Malin Pinsky,M,Princeton University,USA,https://pubmed.ncbi.nlm.nih.gov/24372754/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2014,Michael Sheehan,M,University of California at Berkeley,USA,https://pubmed.ncbi.nlm.nih.gov/25226282/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2013,Robin Hopkins,F,University of Texas,USA,https://pubmed.ncbi.nlm.nih.gov/23495388/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2013,"Kayla C. King, ",F,University of Liverpool,UK,https://pubmed.ncbi.nlm.nih.gov/22713998/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2013,A. Carla Staver,F,Princeton University,USA,https://pubmed.ncbi.nlm.nih.gov/22766932/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2013,Ian J. Wang,M,Harvard University,USA,https://pubmed.ncbi.nlm.nih.gov/24299396/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2012,Rowan Barrett,M,Harvard University,USA,https://pubmed.ncbi.nlm.nih.gov/22676073/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2012,Liam J. Revell,M,University of Massachusetts,USA,https://besjournals.onlinelibrary.wiley.com/doi/epdf/10.1111/j.2041-210X.2011.00169.x,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2012,Jennifer C. Perry,F,University of Toronto,USA,https://pubmed.ncbi.nlm.nih.gov/22276547/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2012,Matthew R. Walsh,M,Yale University,USA,https://pubmed.ncbi.nlm.nih.gov/22628469/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2011,Michael Kasumovic,M,University of New South Wales,Australia,https://pubmed.ncbi.nlm.nih.gov/21954701/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2011,Robert Pringle,M,Harvard University,USA,https://www.nature.com/articles/nature10140,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2011,Nathan Swenson,M,Michigan State University,USA,https://pubmed.ncbi.nlm.nih.gov/20861048/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2011,Daniel Warner,M,University of Sydney,Australia,https://pubmed.ncbi.nlm.nih.gov/20685704/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2010,Stephanie Carlson,F,University of California at Santa Cruz,USA,https://pubmed.ncbi.nlm.nih.gov/20462116/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2010,Marc Johnson,M,North Carolina State University,USA,https://pubmed.ncbi.nlm.nih.gov/20180909/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2010,Joel McGlothlin,M,University of Virginia,USA,https://pubmed.ncbi.nlm.nih.gov/20394524/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2010,Daniel Rabosky,M,Cornell University,USA,https://pubmed.ncbi.nlm.nih.gov/20030708/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2009,Brian Langerhans,M,University of Oklahoma,USA,https://pubmed.ncbi.nlm.nih.gov/19411270/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2009,Luke Harmon,M,University of Idaho,USA,https://pubmed.ncbi.nlm.nih.gov/19339968/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2009,Renee Duckworth,F,University of Arizona,USA,https://pubmed.ncbi.nlm.nih.gov/19324612/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2009,Jason Kolbe,M,Washington University,USA,https://pubmed.ncbi.nlm.nih.gov/18492644/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2008,Jennifer Lau,F,University of Minnesota,USA,https://pubmed.ncbi.nlm.nih.gov/18376564/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2008,Judith Mank,F,Uppsala University,Sweden,https://pubmed.ncbi.nlm.nih.gov/18171149/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2008,Volker Rudolf,M,Rice University,USA,https://pubmed.ncbi.nlm.nih.gov/18589529/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2008,Mark Urban,M,Yale University,USA,https://pubmed.ncbi.nlm.nih.gov/18081780/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2007,Andy Gardner,M,Queen's University,Canada,https://pubmed.ncbi.nlm.nih.gov/17211805/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2007,Maurine Neiman,F,University of Virginia,USA,https://pubmed.ncbi.nlm.nih.gov/16333302/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2007,Daniel Ortiz-Barrientos,M,Louisiana State University,USA,https://pubmed.ncbi.nlm.nih.gov/17043744/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2007,G. Sander van Doorn,M,Santa Fe Institute,USA,https://pubmed.ncbi.nlm.nih.gov/17943130/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2006,Rebecca Fuller,F,Florida State University,USA,https://pubmed.ncbi.nlm.nih.gov/16224700/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2006,Ryan Gregory,M,University of Guelph,Canada,https://pubmed.ncbi.nlm.nih.gov/16151375/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2006,Patrik Nosil,M,Simon Fraser University,Canada,https://pubmed.ncbi.nlm.nih.gov/16979550/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2006,Brian Silliman,M,University of Florida,USA,https://pubmed.ncbi.nlm.nih.gov/16357258/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2005,Dan Bolnick,M,University of Texas at Austin,USA,https://pubmed.ncbi.nlm.nih.gov/16329245/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2005,Alison Galvani,F,Yale University,USA,https://pubmed.ncbi.nlm.nih.gov/16096099/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2005,Jeff Townsend,M,University of California at Berkeley,USA,https://pubmed.ncbi.nlm.nih.gov/15865986/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2005,Mark Vellend,M,"National Center for Ecological Analysis and Synthesis, Santa Barbara",,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1461-0248.2005.00775.x,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2004,Aneil Agrawal,M,University of Toronto,Canada,https://link.springer.com/article/10.1007/s00265-004-0841-2,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2004,Doris Bachtrog,F,University of Edinburgh,UK,https://pubmed.ncbi.nlm.nih.gov/15107853/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2004,Armin Moczek,M,Duke University,USA,https://pubmed.ncbi.nlm.nih.gov/14970921/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2004,Diego Vázquez,M,University of California at Santa Barbara,USA,https://pubmed.ncbi.nlm.nih.gov/15266376/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2003,Hopi Hoekstra,F,University of Arizona,USA,https://pubmed.ncbi.nlm.nih.gov/12694282/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2003,Jonathan Levine,M,University of California at Los Angeles,USA,https://pubmed.ncbi.nlm.nih.gov/12737654/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2002,Sylvain Gandon,M,Centre National de la Recherche Scientifique,France,https://pubmed.ncbi.nlm.nih.gov/18707446/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2002,Jean M. L. Richardson,F,Dartmouth College,USA,https://pubmed.ncbi.nlm.nih.gov/18707446/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2002,Ophélie Ronce,F,Université Montpellier,France,https://www.cell.com/trends/ecology-evolution/fulltext/S0169-5347(01)02348-5,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2002,Howard D. Rundle,M,University of British Columbia,Canada,https://pubmed.ncbi.nlm.nih.gov/11926500/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2001,Andrew Hendry,M,University of Massachusetts,USA,https://pubmed.ncbi.nlm.nih.gov/11838760/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2001,Ole Seehausen,M,University of Southampton,UK,https://doi.org/10.1046/j.1365-294x.2001.01200.x,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2001,Priyanga Amarasekare,F,University of California at Santa Barbara,USA,https://pubmed.ncbi.nlm.nih.gov/18707352/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2001,Anna Qvarnström,F,Uppsala University,Sweden,https://doi.org/10.1016/S0169-5347(00)02030-9,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2001,George Weiblen,M,Harvard University,USA,https://pubmed.ncbi.nlm.nih.gov/12116930/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2000,Jef Huisman,M,University of Amsterdam,Netherlands,https://pubmed.ncbi.nlm.nih.gov/18707257/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2000,Thomas Lenormand,M,Université Montpellier,France,https://www.journals.uchicago.edu/doi/10.1086/303295,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2000,Maria Servedio,F,University of California at Davis,USA,https://orcid.org/0000-0002-3965-4445,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2000,Jennifer Thaler,F,University of California at Davis,USA,https://academic.oup.com/jee/article/93/3/840/2217215,
