award category,award name,award source link,award_year,awardee_name,gender,affiliation,country,affiliation_source,comment
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,2000,Jason Wolf,M,Washington University,USA,https://pubmed.ncbi.nlm.nih.gov/11209768/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1999,Anurag Agrawal,M,University of California at Davis,USA,https://pubmed.ncbi.nlm.nih.gov/28565524/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1999,Johnathan Chase,M,University of Chicago,USA,https://www.journals.uchicago.edu/doi/10.1086/303260,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1999,Troy Day,M,Queen's University,Canada,https://pubmed.ncbi.nlm.nih.gov/9778445/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1999,P. Ingvarsson,M,University of British Columbia,Canada,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1558-5646.1999.tb03795.x,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1999,Lukas F. Keller,M,University of Wisconsin-Madison,USA,https://pubmed.ncbi.nlm.nih.gov/18811446/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1998,Hiroshi Akashi,M,University of Kansas,USA,https://pubmed.ncbi.nlm.nih.gov/9914211/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1998,Rodney Mauricio,M,Duke University,USA,https://pubmed.ncbi.nlm.nih.gov/18811421/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1998,Mohamed Noor,M,Cornell University,USA,https://pubmed.ncbi.nlm.nih.gov/9710468/,"first name misspelled as ""Mohammed"", now fixed"
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1998,Kevin Omland,M,State University of New York,USA,https://pubmed.ncbi.nlm.nih.gov/28568637/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1998,Peter Waddell,M,"Institute of Statistical Mathematics, Tokyo",Japan,https://academic.oup.com/mbe/article/15/12/1637/963099,"before and after at Massey University, NZ"
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1997,Hong-Wen Deng,M,University of Texas,USA,https://www.nature.com/articles/hdy199726,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1997,Douglas J. Emlen,M,Princeton University,USA,https://link.springer.com/article/10.1007/s002650050393,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1997,Sally Hacker,F,Brown University,USA,https://www.jstor.org/stable/2265939,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1997,John Kelley,M,University of Chicago,USA,https://pubmed.ncbi.nlm.nih.gov/9215920/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1997,Leslie Pray,F,University of Vermont,USA,https://pubmed.ncbi.nlm.nih.gov/28565116/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1996,Rufus A. Johnstone,M,University of Cambridge,UK,https://onlinelibrary.wiley.com/doi/10.1111/j.1558-5646.1996.tb03912.x,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1996,Christian P. Klingenberg,M,University of Alberta,Canada,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1558-5646.1996.tb03628.x,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1996,David L. Stern,M,Princeton University,USA,https://onlinelibrary.wiley.com/doi/10.1111/j.1469-185X.1996.tb00741.x,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1996,John P. Swaddle,M,University of Bristol,UK,https://www.sciencedirect.com/science/article/abs/pii/S0003347296900172,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1995,Göran Arnqvist,M,University of New Mexico,USA,https://pubmed.ncbi.nlm.nih.gov/21237020/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1995,David Begun,M,Cornell University,USA,https://pubmed.ncbi.nlm.nih.gov/7739380/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1995,Sally P. Otto,F,University of Edinburgh,UK,https://pubmed.ncbi.nlm.nih.gov/8582622/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1995,Zhao Yang,X,,,,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1994,Elena R. Alvarez-Buylla,F,Universidad Nacional Autónoma de México,Mexico,https://pubmed.ncbi.nlm.nih.gov/28568300/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1994,Keith A. Crandall,M,University of Texas,USA,ttps://en.wikipedia.org/wiki/Keith_A._Crandall,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1994,Frederick J. Janzen,M,University of California at Davis,USA,https://www.eeob.iastate.edu/people/fredric-janzen,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1994,Douglas R. Taylor,M,Duke University,USA,https://pubmed.ncbi.nlm.nih.gov/7960924/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1994,Peter H. Thrall,M,Duke University,USA,https://www.jstor.org/stable/2261263,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1993,Joy Bergelson,F,University of Oxford,UK,https://www.jstor.org/stable/1940470,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1993,Lee Dugatkin,M,Mount Allison University,Canada,https://doi.org/10.1093/beheco/4.4.289,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1993,Lock Rowe,M,University of British Columbia,Canada,https://open.library.ubc.ca/soa/cIRcle/collections/ubctheses/831/items/1.0086364,"first name misspelled as ""Lock"", now fixed"
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1993,Geoff Hill,M,Auburn University,USA,https://pubmed.ncbi.nlm.nih.gov/28564892/,Geoffrey
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1992,Leticia Avilés,F,Harvard University,USA,https://www.proquest.com/openview/f7eaf35f6c80e2e826610b7cfe229c1e/1?pq-origsite=gscholar&cbl=18750&diss=y,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1992,Edmund D. Brodie III,M,University of Chicago,USA,https://pubmed.ncbi.nlm.nih.gov/28568995/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1992,Eric D. Fajer,M,Harvard University,USA,https://www.jstor.org/stable/2462921 ,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1992,H. Allen Orr,M,University of Chicago,USA,https://www.jstor.org/stable/2462785 ,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1992,J. Timothy Wootton,M,University of California at Berkeley,USA,https://www.jstor.org/stable/2462934 ,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1991,Alexandra Basolo,F,University of Texas,USA,https://www.science.org/doi/10.1126/science.250.4982.808,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1991,H. Lisle Gibbs,M,Queen's University,Canada,https://doi.org/10.1002/elps.1150120218,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1991,Andrew Read,M,University of Oxford,UK,https://doi.org/10.1111/j.1558-5646.1991.tb02676.x,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1991,Ken Spitze,M,University of Illinois,USA,https://pubmed.ncbi.nlm.nih.gov/28564082/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1990,Tamar Dayan,F,Tel Aviv University,Israel,https://www.jstor.org/stable/2556345 ,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1990,James Marden,M,Brown University,USA,https://doi.org/10.1016/S0003-3472(05)80960-1,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1990,Axel Meyer,M,University of California at Berkeley,USA,https://pubmed.ncbi.nlm.nih.gov/2215680/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1990,Sharon Strauss,F,Florida State University,USA,https://pubmed.ncbi.nlm.nih.gov/28312783/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1989,Anne Houde,F,University of California at Santa Barbara,USA,https://www.lakeforest.edu/academics/faculty/anne-e-houde,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1989,Allen J. Moore,M,Washington University,USA,https://link.springer.com/article/10.1007/BF01066033,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1989,Barry Sinervo,M,Washington University,USA,https://pubmed.ncbi.nlm.nih.gov/28312590/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1989,David F. Westneat,M,University of North Carolina,USA,https://doi.org/10.1093/auk/106.4.747,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1988,David E. Cowley,M,North Carolina State University,USA,https://pubmed.ncbi.nlm.nih.gov/17246429/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1988,Kirk A. Moloney,M,Duke University,USA,https://www.jstor.org/stable/1941656,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1988,Carole L. Hom,F,University of California at Davis,USA,https://www.jstor.org/stable/2461800 ,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1988,Marlene Zuk,F,University of Michigan,USA,https://pubmed.ncbi.nlm.nih.gov/28581160/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1987,Steven A. Frank,M,University of California at Berkeley,USA,https://orcid.org/0000-0001-7348-7794,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1987,C. Drew Harvell,F,Cornell University,USA,https://www.jstor.org/stable/24824676,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1987,Steven E. Kelley,M,Duke University,USA,https://www.jstor.org/stable/2409585,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1987,Mark Kirkpatrick,M,University of Texas,USA,https://pubmed.ncbi.nlm.nih.gov/28563754/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1986,Ary A. Hoffmann,M,University of California at Davis,USA,https://www.jstor.org/stable/2408456 ,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1986,Carl D. Schlichting,M,University of Pennsylvania,USA,https://doi.org/10.1146/annurev.es.17.110186.003315,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1986,Brian A. Maurer,M,Brigham Young University,USA,https://doi.org/10.1038/324248a0,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1986,Steve Orzack,M,Harvard University,USA,https://pubmed.ncbi.nlm.nih.gov/28556046/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1985,Gayle Muenchow,X,University of Colorado at Boulder,USA,https://www.jstor.org/stable/2443484,https://botany.org/psbarchive/issue/1985-v31-no-5.html
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1985,Mary Power,F,University of Oklahoma,USA,https://www.jstor.org/stable/1938007,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1985,Trevor D. Price,M,University of Michigan,USA,https://pubmed.ncbi.nlm.nih.gov/28310871/,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1985,David C. Queller,M,Rice University,USA,https://doi.org/10.1038/318366a0,
BR,Jasper Loftus-Hills Young Investigator Award,https://www.amnat.org/awards.html,1985,Dolph Schluter,M,University of British Columbia,USA,https://www.science.org/doi/10.1126/science.227.4690.1056,
